ID,Ingreso,Compras_Mensuales,Gasto_Por_Compra,Productos_Por_Compra,Beneficios,,,,
1011738,139016.56,26,10455.33,158,40%,,,,
1011739,135435.96,18,11297.42,172,50%,,,,
1011740,139265.61,20,10200,173,40%,,,,
1011741,139871.89,23,7616.38,144,40%,,,,
1011742,130934.89,21,11041.28,133,50%,,,,
1011743,131520.79,21,9257.75,157,40%,,,,
1011744,150685.42,19,7947.4,150,40%,,,,
1011745,145103.91,24,10009.49,93,40%,,,,
1011746,126322.43,24,7825.99,155,40%,,,,
1011747,142069.64,19,9685.46,192,40%,,,,
1011748,144007.82,16,10646.32,93,50%,,,,
1011749,140454.3,21,7566.23,169,40%,,,,
1011750,156606.71,26,6595.81,89,30%,,,,
1011751,126308.94,20,10428.82,144,40%,,,,
1011752,138666.44,14,10375.09,117,40%,,,,
1011753,126738.62,22,9835.88,156,40%,,,,
1011754,142906.88,14,9529.76,133,40%,,,,
1011755,132612.28,16,9725.89,130,40%,,,,
1011756,156222.36,21,10168.2,96,40%,,,,
1011757,171938.36,18,9637.79,135,40%,,,,
1011758,150608.45,18,8820.73,136,40%,,,,
1011759,140422.88,22,9547.94,154,40%,,,,
1011760,154934.28,26,8040.56,135,40%,,,,
1011761,137651.75,23,9492.79,109,40%,,,,
1011762,121456.63,19,10773.68,107,50%,,,,
1011763,149356.23,9,8588.32,137,40%,,,,
1011764,146832.86,20,9615.72,109,40%,,,,
1011765,136440.35,28,9625.91,168,40%,,,,
1011766,144584.59,20,9217.72,129,40%,,,,
1011767,123299.06,21,11558.22,184,50%,,,,
1011768,150263.34,18,10703.03,126,50%,,,,
1011769,130201.94,14,11090.27,141,50%,,,,
1011770,143887.01,14,8526.39,169,40%,,,,
1011771,123239.67,18,10304.89,135,40%,,,,
1011772,136587.46,12,10098.7,153,40%,,,,
1011773,121026.53,18,10942.96,152,50%,,,,
1011774,161298.35,12,11426.13,163,50%,,,,
1011775,135169.5,29,9550.32,161,40%,,,,
1011776,144337.09,13,9955.13,154,40%,,,,
1011777,152595.27,17,9781.74,128,40%,,,,
1011778,137519.06,15,9683.75,140,40%,,,,
1011779,146042.5,13,10045.89,133,40%,,,,
1011780,162783.08,19,8399.62,131,40%,,,,
1011781,136146.83,20,9684.53,123,40%,,,,
1011782,146037.35,15,9459.19,157,40%,,,,
1011783,168136.37,23,10859.58,80,50%,,,,
1011784,155992.1,28,8655.67,142,40%,,,,
1011785,139206.89,22,10148.74,144,40%,,,,
1011786,122950.04,19,11075.74,101,50%,,,,
1011787,151192.1,17,9647.65,139,40%,,,,
1011788,140698.52,16,10128.41,145,40%,,,,
1011789,144767.44,16,8903.48,117,40%,,,,
1011790,142382.5,13,9775.27,89,40%,,,,
1011791,146118.73,18,8492.34,152,40%,,,,
1011792,153502.61,24,9294.09,204,40%,,,,
1011793,122695.58,21,10116.74,116,40%,,,,
1011794,151328.59,19,11161.04,149,50%,,,,
1011795,141971.6,24,7902.28,80,40%,,,,
1011796,156962.71,17,9675.75,152,40%,,,,
1011797,143530.89,21,9220.79,128,40%,,,,
1011798,144727.22,22,10571.49,123,50%,,,,
1011799,146747.16,18,10311.11,177,40%,,,,
1011800,125308.5,22,9575.86,124,40%,,,,
1011801,127314.04,27,11774.91,131,50%,,,,
1011802,123222.75,12,9631.22,124,40%,,,,
1011803,139212.53,29,7068.7,146,40%,,,,
1011804,141819.16,18,10150.4,143,40%,,,,
1011805,130270.64,27,9801.38,133,40%,,,,
1011806,152949.47,10,8686.26,142,40%,,,,
1011807,145086.74,18,6510.64,136,30%,,,,
1011808,133531.37,25,9849.96,119,40%,,,,
1011809,133075.52,23,10632.24,143,50%,,,,
1011810,119892.75,21,9844.46,182,40%,,,,
1011811,134660.56,21,10793.11,105,50%,,,,
1011812,150098.2,10,10223.86,156,40%,,,,
1011813,153112.8,14,8093.01,111,40%,,,,
1011814,145687.81,24,10896.51,144,50%,,,,
1011815,125484.78,14,9504.98,182,40%,,,,
1011816,140064.05,14,10626.51,173,50%,,,,
1011817,136522.33,13,10663.36,153,50%,,,,
1011818,139459.78,14,9297.84,146,40%,,,,
1011819,145051.06,8,8882.05,122,40%,,,,
1011820,142534.84,13,8686.96,168,40%,,,,
1011821,152315.75,24,9573.34,127,40%,,,,
1011822,152546.72,18,8440.66,95,40%,,,,
1011823,138906.03,18,9806.96,137,40%,,,,
1011824,127515.65,19,9099.95,167,40%,,,,
1011825,125222.99,22,9377.52,155,40%,,,,
1011826,141782.59,17,8154.74,156,40%,,,,
1011827,134396.26,19,10718.88,162,50%,,,,
1011828,134928.42,14,10410.09,150,40%,,,,
1011829,155356.31,15,9683.57,138,40%,,,,
1011830,145057.32,15,8917.42,165,40%,,,,
1011831,136743.25,13,11149.83,171,50%,,,,
1011832,137055.77,17,9511.91,128,40%,,,,
1011833,138518.55,25,7629.66,133,40%,,,,
1011834,133043.23,6,9423.33,186,40%,,,,
1011835,135285.81,10,9200.94,167,40%,,,,
1011836,144228.53,21,12128.14,102,50%,,,,
1011837,150167.18,24,9714.53,140,40%,,,,
1011838,136787.18,9,10251.63,171,40%,,,,
1011839,147892.67,32,9562.93,153,40%,,,,
1011840,133417.54,19,9848.43,97,40%,,,,
1011841,137590.21,16,9967.53,142,40%,,,,
1011842,132149.17,25,9599.64,111,40%,,,,
1011843,128083.91,19,10649.77,136,50%,,,,
1011844,138185.82,18,8595.88,208,40%,,,,
1011845,158697.04,25,10153.4,133,40%,,,,
1011846,153800.27,15,9869.58,145,40%,,,,
1011847,137293.9,15,9302.43,122,40%,,,,
1011848,153733.8,20,9514.72,104,40%,,,,
1011849,154188.74,19,11483.61,166,50%,,,,
1011850,155312.36,27,9843.24,131,40%,,,,
1011851,139984.98,15,9813.48,155,40%,,,,
1011852,149056.19,13,9468.07,109,40%,,,,
1011853,144967.79,28,10350.86,103,40%,,,,
1011854,147833.3,13,7756.07,121,40%,,,,
1011855,147248.35,21,9594.81,147,40%,,,,
1011856,149992.59,19,9690.36,132,40%,,,,
1011857,140565,25,10767.81,165,50%,,,,
1011858,136296.61,28,10306.06,113,40%,,,,
1011859,155803.32,30,7424.86,138,40%,,,,
1011860,135609.67,17,9201.42,183,40%,,,,
1011861,155063.69,25,10260.66,175,40%,,,,
1011862,150564.82,17,9048.14,142,40%,,,,
1011863,142488.53,18,7162.53,115,40%,,,,
1011864,138602.27,13,8768.42,120,40%,,,,
1011865,113555.4,12,8697.77,128,40%,,,,
1011866,137836.53,22,10325.27,138,40%,,,,
1011867,132088.8,27,9787.93,110,40%,,,,
1011868,129548.41,11,8786.98,137,40%,,,,
1011869,127849.92,15,8960.16,158,40%,,,,
1011870,115679.85,13,8176.41,198,40%,,,,
1011871,160387.35,16,9559.9,154,40%,,,,
1011872,120332.31,9,10732.1,119,50%,,,,
1011873,116497.3,23,10324.17,104,40%,,,,
1011874,152432.28,21,9894.67,169,40%,,,,
1011875,139030.79,17,9719.5,118,40%,,,,
1011876,142217.79,18,9455.43,113,40%,,,,
1011877,143432.58,20,10444,122,40%,,,,
1011878,132308.76,12,8855.5,116,40%,,,,
1011879,151547.72,30,8634.24,128,40%,,,,
1011880,161483.15,14,10508.19,137,40%,,,,
1011881,140706.79,21,10575.78,160,50%,,,,
1011882,128913.44,20,10683.18,119,50%,,,,
1011883,158020.78,18,8344.36,127,40%,,,,
1011884,135102.58,18,10149.76,180,40%,,,,
1011885,135424.46,17,9644.26,122,40%,,,,
1011886,135758.12,23,9417.61,138,40%,,,,
1011887,144277.06,17,9916.42,86,40%,,,,
1011888,137401.04,22,8484.79,133,40%,,,,
1011889,137213.32,19,9334.1,122,40%,,,,
1011890,130717.94,16,10367.56,129,40%,,,,
1011891,124451.67,23,9184.48,154,40%,,,,
1011892,157744.73,21,8706.04,155,40%,,,,
1011893,142017.69,20,8902.88,127,40%,,,,
1011894,155129.89,24,9594.06,165,40%,,,,
1011895,132409.12,23,9605.3,118,40%,,,,
1011896,125668.71,21,9668.62,133,40%,,,,
1011897,152906.74,32,8385.1,140,40%,,,,
1011898,133837.66,16,8972.35,117,40%,,,,
1011899,137708.34,18,7859.16,157,40%,,,,
1011900,121461.77,8,8477.27,150,40%,,,,
1011901,137887.05,25,9440.57,179,40%,,,,
1011902,139830.32,20,10700.55,119,50%,,,,
1011903,134359.69,17,10603.78,159,50%,,,,
1011904,143241.19,28,9717.5,129,40%,,,,
1011905,118532.34,16,10624.02,115,50%,,,,
1011906,134357.25,22,10018.38,176,40%,,,,
1011907,146174.97,19,9681.29,111,40%,,,,
1011908,141486.32,18,10802.51,73,50%,,,,
1011909,137565.42,16,10164.61,83,40%,,,,
1011910,148253.09,14,8130.06,159,40%,,,,
1011911,136745.92,6,8133.63,110,40%,,,,
1011912,138270.68,22,10077.24,113,40%,,,,
1011913,141856.81,25,9364.49,108,40%,,,,
1011914,156479.19,19,9789.08,114,40%,,,,
1011915,126937.38,18,9052.9,121,40%,,,,
1011916,133374.23,21,11386.01,147,50%,,,,
1011917,135930.91,21,9855.22,149,40%,,,,
1011918,138150.46,19,10371.56,183,40%,,,,
1011919,133315.25,27,9058.37,170,40%,,,,
1011920,143697.76,14,11202.61,119,50%,,,,
1011921,133946.25,24,9166.84,150,40%,,,,
1011922,142193.92,11,10243.88,160,40%,,,,
1011923,142156.02,18,9512.75,173,40%,,,,
1011924,129963.67,20,10620.01,181,50%,,,,
1011925,145589.61,17,7511.78,65,40%,,,,
1011926,123252.31,23,9897.44,108,40%,,,,
1011927,142884.47,21,9947.57,94,40%,,,,
1011928,136953.45,22,10069.54,142,40%,,,,
1011929,157404.86,18,9047.05,111,40%,,,,
1011930,130067.17,21,10298.4,124,40%,,,,
1011931,134740.15,19,8942.29,154,40%,,,,
1011932,157551.65,25,9779.74,138,40%,,,,
1011933,135304.75,10,9704.85,183,40%,,,,
1011934,131710.21,16,8412.22,96,40%,,,,
1011935,135164.89,14,9126.08,124,40%,,,,
1011936,144745.8,21,11238.65,160,50%,,,,
1011937,143164.61,17,11111.15,142,50%,,,,
1011938,133868.82,23,9080.16,123,40%,,,,
1011939,130105.3,17,11385.07,186,50%,,,,
1011940,147355.52,27,11034.39,142,50%,,,,
1011941,123212.25,21,10187.08,163,40%,,,,
1011942,129688.95,11,8143.95,142,40%,,,,
1011943,149876.93,22,10265.56,151,40%,,,,
1011944,126572.07,21,9774.76,152,40%,,,,
1011945,132494.17,19,10931.83,110,50%,,,,
1011946,132651.49,22,10153.25,173,40%,,,,
1011947,147709.83,21,8988.31,99,40%,,,,
1011948,143102.18,19,8065.69,144,40%,,,,
1011949,147253.64,11,9417,199,40%,,,,
1011950,132922.08,29,9851,147,40%,,,,
1011951,125348.45,11,9561.66,117,40%,,,,
1011952,144943.26,16,8616.4,139,40%,,,,
1011953,128950.37,19,10132.35,140,40%,,,,
1011954,121428.45,21,10627.47,144,50%,,,,
1011955,128926.8,16,8712.58,119,40%,,,,
1011956,134646.48,22,10606.71,90,50%,,,,
1011957,138906.44,23,9965.57,115,40%,,,,
1011958,131580.65,18,9719.02,144,40%,,,,
1011959,141468.68,18,9591.86,127,40%,,,,
1011960,128600.07,21,9402.48,155,40%,,,,
1011961,132736.36,20,8424.93,168,40%,,,,
1011962,136347.78,16,9074.27,159,40%,,,,
1011963,139954.91,18,11159.62,123,50%,,,,
1011964,130582.45,11,10706.32,175,50%,,,,
1011965,142563.22,11,9623.84,118,40%,,,,
1011966,147715.61,22,10079.69,151,40%,,,,
1011967,115481.74,24,8414.39,150,40%,,,,
1011968,129807.75,19,8419.21,112,40%,,,,
1011969,141754.44,24,7995.71,167,40%,,,,
1011970,153681.24,23,10191.06,152,40%,,,,
1011971,136186.87,26,8450.29,115,40%,,,,
1011972,140417.62,21,9809.74,147,40%,,,,
1011973,132131.51,23,8482.01,136,40%,,,,
1011974,145819.37,26,9250.71,129,40%,,,,
1011975,129438.03,18,8923.03,117,40%,,,,
1011976,154502.8,25,9116.32,136,40%,,,,
1011977,140103.66,15,9931.55,122,40%,,,,
1011978,138250.22,10,8993.2,168,40%,,,,
1011979,147413.57,21,9195.32,104,40%,,,,
1011980,141524.19,10,10929.37,148,50%,,,,
1011981,134826.97,22,9925.95,121,40%,,,,
1011982,140274.86,22,7493.71,141,40%,,,,
1011983,156151.78,20,10412.64,128,40%,,,,
1011984,135375.56,23,10055.6,102,40%,,,,
1011985,127812.3,24,11705.52,203,50%,,,,
1011986,131805.25,23,8367.36,151,40%,,,,
1011987,147642.43,21,8906.06,162,40%,,,,
1011988,138006.33,13,7992.98,139,40%,,,,
1011989,140930.34,26,10326.47,147,40%,,,,
1011990,134328.76,21,7948.16,121,40%,,,,
1011991,141181.14,19,9194.27,163,40%,,,,
1011992,131870.95,23,8863.75,143,40%,,,,
1011993,140728.98,24,9683.22,162,40%,,,,
1011994,135845.69,23,8987.91,136,40%,,,,
1011995,149079.8,18,10251.45,141,40%,,,,
1011996,141092.69,21,8832.48,128,40%,,,,
1011997,151838.75,22,10107.19,143,40%,,,,
1011998,127582.37,24,9770.26,149,40%,,,,
1011999,152841.01,23,11002.4,168,50%,,,,
1012000,136858.38,26,8596.9,143,40%,,,,
1012001,129785.65,13,10405.41,158,40%,,,,
1012002,146560.95,21,8987.37,82,40%,,,,
1012003,131485.11,27,7912.16,136,40%,,,,
1012004,156592.93,23,10155.17,175,40%,,,,
1012005,141247.56,27,10410.7,101,40%,,,,
1012006,140027.18,16,9549.36,169,40%,,,,
1012007,152830.49,19,8892.23,160,40%,,,,
1012008,137666.72,14,12162.4,201,50%,,,,
1012009,130896.49,18,10665.54,155,50%,,,,
1012010,142255.88,12,10859.82,155,50%,,,,
1012011,122251.23,20,10419.59,117,40%,,,,
1012012,141326.96,14,9071.67,134,40%,,,,
1012013,134566.84,13,10204.71,186,40%,,,,
1012014,128243.75,6,10054.39,166,40%,,,,
1012015,142323.18,21,9567.41,127,40%,,,,
1012016,133289.85,16,6964.28,143,40%,,,,
1012017,141733.58,14,8998.27,152,40%,,,,
1012018,128496.12,21,9845.09,160,40%,,,,
1012019,130660.38,27,10388.24,97,40%,,,,
1012020,135698.33,17,9623.2,147,40%,,,,
1012021,123105.98,21,8879.54,159,40%,,,,
1012022,150286.27,17,7777.85,79,40%,,,,
1012023,153492.05,32,9148.74,141,40%,,,,
1012024,145419.97,24,9468.18,91,40%,,,,
1012025,138543.08,14,9778.25,129,40%,,,,
1012026,133193.3,21,9703.84,134,40%,,,,
1012027,135773.29,23,11057.38,172,50%,,,,
1012028,140640.5,24,8061.19,117,40%,,,,
1012029,123044.31,18,9940.95,110,40%,,,,
1012030,129772.2,18,9264.88,166,40%,,,,
1012031,142034.66,25,8805.6,94,40%,,,,
1012032,129401.77,23,10279.26,132,40%,,,,
1012033,149257.76,18,9285.6,156,40%,,,,
1012034,142459.7,18,8520.46,157,40%,,,,
1012035,153933.19,14,9695.8,143,40%,,,,
1012036,133758.93,28,10253.21,103,40%,,,,
1012037,126528.38,15,10561.92,156,50%,,,,
1012038,138441.16,23,9058.11,95,40%,,,,
1012039,149055.88,24,9612.06,146,40%,,,,
1012040,151432.32,22,8701.85,130,40%,,,,
1012041,147741.13,14,9686.4,129,40%,,,,
1012042,131225.48,20,9728.33,117,40%,,,,
1012043,150793.36,27,9618.87,134,40%,,,,
1012044,129092.3,27,8500.23,118,40%,,,,
1012045,144585.97,24,8801.86,149,40%,,,,
1012046,160709.3,17,11028.64,133,50%,,,,
1012047,144944.97,20,10301.96,161,40%,,,,
1012048,147235.05,20,8327.7,152,40%,,,,
1012049,130826.29,20,8773.07,145,40%,,,,
1012050,141469.53,20,7493.27,152,40%,,,,
1012051,126397.58,20,9998.11,100,40%,,,,
1012052,140026.71,27,8450.39,154,40%,,,,
1012053,134212.24,18,11191.33,145,50%,,,,
1012054,134548.63,16,8968.62,98,40%,,,,
1012055,151004.04,12,10195.59,166,40%,,,,
1012056,131529.33,21,10199.55,135,40%,,,,
1012057,144555.38,28,9413.6,128,40%,,,,
1012058,133469.23,18,11082.69,71,50%,,,,
1012059,141722.43,22,10060.46,159,40%,,,,
1012060,131074.09,24,7474.81,124,40%,,,,
1012061,132135.83,29,8864.12,117,40%,,,,
1012062,137878.23,18,10642.47,139,50%,,,,
1012063,139313.24,19,8761.85,174,40%,,,,
1012064,139378.47,13,9305.94,112,40%,,,,
1012065,154041.38,13,9020.62,137,40%,,,,
1012066,122100.22,20,7397.4,153,40%,,,,
1012067,142656.19,17,9459.32,176,40%,,,,
1012068,143388.6,26,8363.87,129,40%,,,,
1012069,156210.6,18,9664.32,124,40%,,,,
1012070,135759.24,25,9610.85,135,40%,,,,
1012071,119883.45,25,9259.72,81,40%,,,,
1012072,144608.12,14,10357.51,131,40%,,,,
1012073,131441.64,27,10448.53,144,40%,,,,
1012074,153298.96,25,10476.31,202,40%,,,,
1012075,138697.05,20,10061.01,150,40%,,,,
1012076,140508.3,21,10197.18,153,40%,,,,
1012077,148899.89,16,8674.34,140,40%,,,,
1012078,152011.5,27,8204.79,156,40%,,,,
1012079,115123.7,24,9302.82,141,40%,,,,
1012080,131288.77,14,8970.74,90,40%,,,,
1012081,154083.73,14,8331.3,122,40%,,,,
1012082,142253.25,28,7025.69,93,40%,,,,
1012083,143323.6,24,10165,145,40%,,,,
1012084,148818.92,23,10067.05,159,40%,,,,
1012085,124687.3,17,9842.42,104,40%,,,,
1012086,147998.93,18,8617.59,163,40%,,,,
1012087,127105.8,15,8989.41,116,40%,,,,
1012088,156166.25,19,10840.12,130,50%,,,,
1012089,132021.01,11,9603.78,159,40%,,,,
1012090,135657.57,20,8847.52,153,40%,,,,
1012091,129000.52,14,9230.28,135,40%,,,,
1012092,135628.23,12,10389.45,144,40%,,,,
1012093,134239.58,31,8669.17,141,40%,,,,
1012094,137846.65,23,10554.16,171,50%,,,,
1012095,143864.34,25,9186.78,114,40%,,,,
1012096,130674.82,20,9524.41,143,40%,,,,
1012097,148151.82,20,9535.14,163,40%,,,,
1012098,147873.22,20,8568.65,133,40%,,,,
1012099,143441.3,19,10632.14,145,50%,,,,
1012100,137305.94,23,9545.87,131,40%,,,,
1012101,145789.93,23,8326.08,137,40%,,,,
1012102,139351.38,22,8616.02,151,40%,,,,
1012103,139299.47,19,10029.55,151,40%,,,,
1012104,152025.85,23,10480.24,123,40%,,,,
1012105,140915.76,23,9566.82,113,40%,,,,
1012106,140308.33,16,9358.7,205,40%,,,,
1012107,138930.1,27,8885.85,167,40%,,,,
1012108,136239.41,20,7887.83,73,40%,,,,
1012109,141526.79,26,7504.51,150,40%,,,,
1012110,142554.33,24,9692.72,127,40%,,,,
1012111,147472.37,23,8641.15,114,40%,,,,
1012112,123076.76,25,7844.8,170,40%,,,,
1012113,138513.39,17,10715.25,161,50%,,,,
1012114,140645.11,19,8697.36,167,40%,,,,
1012115,138736.49,17,8904.83,128,40%,,,,
1012116,134539.28,19,9441.97,115,40%,,,,
1012117,146150.03,21,9885.52,142,40%,,,,
1012118,159571.02,13,8918.81,126,40%,,,,
1012119,150138.79,22,8414.34,170,40%,,,,
1012120,123836.08,19,8879,167,40%,,,,
1012121,146031.02,22,9544.83,133,40%,,,,
1012122,150002,24,10770.03,107,50%,,,,
1012123,149155.99,11,9492.31,137,40%,,,,
1012124,128024.79,16,9450.73,125,40%,,,,
1012125,158710.13,18,10011.31,123,40%,,,,
1012126,132942.38,15,10024.52,177,40%,,,,
1012127,141339.59,27,10295.17,165,40%,,,,
1012128,147697.1,10,8679.52,127,40%,,,,
1012129,124242.46,19,8243.94,166,40%,,,,
1012130,142771.51,10,9461.31,136,40%,,,,
1012131,150057.13,22,8978.96,163,40%,,,,
1012132,120025.2,16,7980.21,157,40%,,,,
1012133,119166.97,20,8582.47,117,40%,,,,
1012134,141679.43,15,8099.83,156,40%,,,,
1012135,142399,23,9837.96,129,40%,,,,
1012136,130020.37,17,10922.16,136,50%,,,,
1012137,152386,23,8491.66,142,40%,,,,
1012138,126148.72,18,10814.9,72,50%,,,,
1012139,136513.17,26,9999.31,113,40%,,,,
1012140,142026.35,19,8948.97,166,40%,,,,
1012141,145578.28,17,8910.34,160,40%,,,,
1012142,131338.28,13,9377.06,131,40%,,,,
1012143,148072.74,18,9874.26,137,40%,,,,
1012144,137345.42,20,8995.57,135,40%,,,,
1012145,138535.86,26,8692.45,165,40%,,,,
1012146,128265,27,9166.1,114,40%,,,,
1012147,132696.07,23,9135.47,143,40%,,,,
1012148,134903.91,18,10229.61,163,40%,,,,
1012149,134028.42,19,10529.29,190,50%,,,,
1012150,142942.32,23,9791.47,133,40%,,,,
1012151,143500.13,10,9665.26,161,40%,,,,
1012152,138623.46,22,11100.02,131,50%,,,,
1012153,129529.9,19,8890.07,163,40%,,,,
1012154,125722.09,18,9309.36,129,40%,,,,
1012155,144056.12,23,9259.89,129,40%,,,,
1012156,133603.68,20,10182.19,122,40%,,,,
1012157,155260.58,22,9461.24,97,40%,,,,
1012158,139926.5,18,9156.34,139,40%,,,,
1012159,158640.94,19,9631.71,145,40%,,,,
1012160,147924.68,27,9704.19,121,40%,,,,
1012161,156363.35,21,7946.4,184,40%,,,,
1012162,143902.02,21,8824.6,158,40%,,,,
1012163,130524.28,18,8153.66,124,40%,,,,
1012164,135187.74,22,10292.65,132,40%,,,,
1012165,118824.47,23,9800.98,80,40%,,,,
1012166,139290.38,19,8755.28,103,40%,,,,
1012167,139280.39,19,9154.38,121,40%,,,,
1012168,131189.84,24,9553.18,139,40%,,,,
1012169,131150.62,18,8945.28,98,40%,,,,
1012170,124932.88,14,10030.03,156,40%,,,,
1012171,126254.75,18,8812.41,132,40%,,,,
1012172,148193.22,21,10845.23,120,50%,,,,
1012173,146689.41,21,10455.19,216,40%,,,,
1012174,158530.33,21,12566.76,152,50%,,,,
1012175,149104.37,21,10030.34,114,40%,,,,
1012176,128022.88,22,9879.59,164,40%,,,,
1012177,141301.46,18,10501.75,138,40%,,,,
1012178,145295.27,21,8728.16,108,40%,,,,
1012179,136934.41,17,7655.69,114,40%,,,,
1012180,143535.97,16,7715.03,88,40%,,,,
1012181,143433.73,21,9439.16,141,40%,,,,
1012182,146480.92,23,10598.29,93,50%,,,,
1012183,125451.35,22,8623.29,114,40%,,,,
1012184,157320.77,18,8643.1,190,40%,,,,
1012185,136731.97,21,8965.84,170,40%,,,,
1012186,142207.89,20,8292.93,126,40%,,,,
1012187,140064.92,21,8783.52,124,40%,,,,
1012188,143999.96,10,10770.23,74,50%,,,,
1012189,154154.15,18,9601.8,195,40%,,,,
1012190,141319.61,17,10065.07,158,40%,,,,
1012191,150952.04,23,10016.62,99,40%,,,,
1012192,152362.88,15,7867.65,115,40%,,,,
1012193,141653.28,23,8498.38,133,40%,,,,
1012194,137236.64,17,8954.56,142,40%,,,,
1012195,139833.13,21,11908.57,106,50%,,,,
1012196,143188.15,28,7714.38,121,40%,,,,
1012197,149424.63,24,8130.58,137,40%,,,,
1012198,139190.06,25,7733.02,115,40%,,,,
1012199,135217.88,25,8247.05,105,40%,,,,
1012200,123625.13,20,9313.41,165,40%,,,,
1012201,147971.53,20,9321.35,179,40%,,,,
1012202,130487.42,14,8931.86,151,40%,,,,
1012203,138204.48,9,8812.73,129,40%,,,,
1012204,152208.75,27,8858.29,142,40%,,,,
1012205,139783.44,19,9872.7,122,40%,,,,
1012206,167046.34,19,8469.32,129,40%,,,,
1012207,147071.75,15,9289.11,114,40%,,,,
1012208,150846.73,22,9999.58,181,40%,,,,
1012209,125822.9,22,10697.39,122,50%,,,,
1012210,140203.24,32,9252.58,147,40%,,,,
1012211,129885.7,13,9973.89,119,40%,,,,
1012212,142279.16,17,8501.54,119,40%,,,,
1012213,146228.62,22,11117.15,126,50%,,,,
1012214,149768.59,20,10398.91,168,40%,,,,
1012215,142377.9,21,10156.43,150,40%,,,,
1012216,129513.14,13,9707.91,127,40%,,,,
1012217,130590.23,17,9791.17,117,40%,,,,
1012218,130136.14,15,8683.87,121,40%,,,,
1012219,132066.57,24,9021.89,155,40%,,,,
1012220,154790.62,13,9966.77,168,40%,,,,
1012221,136295.93,19,10263.93,158,40%,,,,
1012222,143790.66,23,10422.05,135,40%,,,,
1012223,137492.43,15,9371.9,126,40%,,,,
1012224,151085.54,17,10588.68,112,50%,,,,
1012225,131806.83,22,8604.12,107,40%,,,,
1012226,145279.79,16,9523,117,40%,,,,
1012227,147023.28,18,10731.77,147,50%,,,,
1012228,126945.04,15,7820.26,194,40%,,,,
1012229,137128.7,16,11418.39,71,50%,,,,
1012230,134365.86,25,11588.47,137,50%,,,,
1012231,146695.13,23,9819.87,177,40%,,,,
1012232,136459.65,18,9080.91,102,40%,,,,
1012233,129155.08,27,8453.92,173,40%,,,,
1012234,144498.29,13,9301.74,118,40%,,,,
1012235,148977.4,19,10811.65,123,50%,,,,
1012236,146356.62,13,10916.4,160,50%,,,,
1012237,147073.63,23,9091.81,137,40%,,,,
1012238,149776.06,15,11060.5,145,50%,,,,
1012239,146054.4,16,10998.64,146,50%,,,,
1012240,155390.4,23,8395.93,147,40%,,,,
1012241,152431.97,25,10068.23,121,40%,,,,
1012242,123312.51,24,10120.75,173,40%,,,,
1012243,138539.54,22,7303.22,172,40%,,,,
1012244,151290.3,18,11583.36,104,50%,,,,
1012245,143715.16,28,10504.87,136,40%,,,,
1012246,151235.61,19,8993.76,153,40%,,,,
1012247,132543.99,33,7989.85,177,40%,,,,
1012248,154427.73,16,10084.59,150,40%,,,,
1012249,143816.99,21,7933.1,171,40%,,,,
1012250,139032,20,10596.83,150,50%,,,,
1012251,131644.28,22,11353.3,136,50%,,,,
1012252,148850.6,18,9040.18,130,40%,,,,
1012253,143493.35,18,10436.02,129,40%,,,,
1012254,153871.2,18,9017.85,122,40%,,,,
1012255,127905.57,23,10349.55,163,40%,,,,
1012256,139742.74,15,8971.04,163,40%,,,,
1012257,138166.07,20,8592.63,161,40%,,,,
1012258,149350.31,23,9734.97,109,40%,,,,
1012259,157785.16,30,8942.1,122,40%,,,,
1012260,130586.07,19,9341.07,141,40%,,,,
1012261,132234.73,10,10688,144,50%,,,,
1012262,129201.9,15,9533.95,134,40%,,,,
1012263,144411.71,16,8633.79,141,40%,,,,
1012264,135608.1,23,8277.57,160,40%,,,,
1012265,133588.72,20,6743.46,140,30%,,,,
1012266,139357.35,17,10140.67,157,40%,,,,
1012267,139600.79,19,8282.54,137,40%,,,,
1012268,122143.87,18,10161.9,136,40%,,,,
1012269,149335.46,16,7385.43,168,40%,,,,
1012270,131156.02,30,10745.35,148,50%,,,,
1012271,140640.62,19,11303.81,142,50%,,,,
1012272,139114.47,18,10020.08,159,40%,,,,
1012273,122350.78,16,9808.91,150,40%,,,,
1012274,136798.22,19,11270.43,141,50%,,,,
1012275,144752.64,22,9561.64,152,40%,,,,
1012276,132356.47,17,11522.86,173,50%,,,,
1012277,133684.72,19,10956.71,111,50%,,,,
1012278,150892.12,29,9574.91,93,40%,,,,
1012279,144654.95,19,10076.64,138,40%,,,,
1012280,154853.7,18,8719.65,174,40%,,,,
1012281,137577.79,16,9563.82,130,40%,,,,
1012282,121883.06,19,9418.57,134,40%,,,,
1012283,142963.29,14,10185.05,171,40%,,,,
1012284,125785.69,22,9297.12,172,40%,,,,
1012285,130308.92,19,8923.75,114,40%,,,,
1012286,153759.21,20,8724.43,150,40%,,,,
1012287,149202.28,17,9703.14,122,40%,,,,
1012288,151934.44,22,9167.62,134,40%,,,,
1012289,147708.2,22,10564.34,126,50%,,,,
1012290,118561.81,18,8349.26,161,40%,,,,
1012291,160256.34,16,9130.8,116,40%,,,,
1012292,141271.1,24,9154.56,149,40%,,,,
1012293,135081.28,21,8769.1,150,40%,,,,
1012294,151782.29,21,10337.64,159,40%,,,,
1012295,141326.78,20,10029.48,132,40%,,,,
1012296,150777.53,26,10502.88,143,40%,,,,
